制图工程师;1
电子工程师;103
NAND Flash Functional Validation Engineer(J10366);1
电子料质量工程师;1
layout工程师/版图设计师;1
Product Controller /生产计划;1
SEN005 数字电路设计工程师;2
资深模拟电路设计工程师 (职位编号：000391);1
CAD绘图员;17
IC测试工程师;11
高级硬件研发工程师;2
大客户销售经理;14
产品经理;69
高级硬件工程师;47
研发项目经理（智能硬件）;1
供应链经理/主管;1
软件工程师/嵌入式软件工程师;2
软件工程师（BMS）;2
仓管;4
技术支持工程师（售前、售中）;1
教学与课程开发总监;1
集成电路版图设计工程师;6
SMT带线技术员/工程师;1
电气工程师;111
英语销售;2
国际贸易专员/出口业务代表;1
市场营销专员/销售代表/销售经理;1
设备工程师;45
出纳;54
电子产品调试工;1
商务助理（含海外客户对接）;1
Sr. Application Engineer;2
现场应用工程师（FAE）;6
高级电源工程师;1
工艺工程师主管;1
基层储备生;1
技术助理（机械类专业）;1
电子线路设计工程师;1
采购人员;1
售后技术支持工程师;22
资深CIS设计工程师/Senior CIS Design Engineer;1
智能硬件市场营销经理;1
行政助理;43
Labview 电子测试工程师;1
机械绘图员;6
总账会计（财务主管）;1
应用工程师（FAE）-SH;1
DQE工程师;4
车间技术助理;1
热设计工程师;4
International Sales Representative (职位编号：(SGH));1
CNC操机;3
操作工（上海）;1
C++开发工程师（激光雷达）;1
Layout版图设计资深工程师;1
大客户经理(投影机、系统集成);1
音频销售工程师;1
新媒体运营;12
商务助理;51
设备安装工程师（有出差）;1
SOC数字设计工程师/经理;1
测试工程师（张江）;1
销售经理(上海) (职位编号：1);1
PCB layout 电路设计工程师;1
智能硬件工程师;1
维修工程师;17
SOC System Validation Engineer;1
海外销售经理/客户经理;1
图纸文件管理员;1
渠道销售专员;7
海外商务专员;1
可靠度工程师;1
运营经理（集成电路行业）;1
法务副总监;1
光学设计师;1
照明销售经理/总监;1
QC品质技术员;1
PM产品经理;1
Data Path Design Engineer NAND  Memory(J10373);1
软件工程师C#;1
RFID销售主管/大客户销售;1
仓库主管/物料计划员;1
电气软件工程师;2
高级工艺开发工程师;1
实习生;22
功率器件研发工程师 (职位编号：004);1
TD 器件设计工程师 (职位编号：hlmc000587);1
市场策划/项目运营主管;1
TD Photo光刻研发工程师 (职位编号：hlmc000594);1
TD Etch研发工程师 (职位编号：hlmc000596);1
TD 工艺模型（SPICE）研发工程师 (职位编号：hlmc000597);1
FAE现场应用工程师;26
商务代表;1
产品工程师（量产）;1
射频电路设计工程师;3
办公室文员;27
DR软件测试工程师;1
PCB Layout 工程师;5
资深专利代理人;4
成本会计;38
工艺工程部副经理;1
设备技术员;13
解决方案专家;1
服务工程师;8
软件开发工程师;55
助理工程师;19
TE测试工程师;3
测试包装工艺流程工程师;1
品质管理员;1
XMC--模拟设计工程师(J10399);1
软件工程师 （Python/Web development）;1
软件测试工程师 （physical Design Tools）;1
软件测试工程师 （Simulation Products）;1
软件测试工程师 （DRC/LVS Tool）;1
外贸助理/跟单专员（应届毕业生）;1
业务助理/销售助理/商务助理（应届毕业生）;1
人事专员/招聘专员/人事助理;1
失效分析工程工程师;1
质量体系工程师;14
厂务工程师(机械);1
照明技术支持工程师 (职位编号：1);1
财务助理;46
外贸销售经理;1
高级项目经理(海外项目）;1
物料分解员;1
机电一体化技术专职教师;1
仓库领班;1
采购工程师;34
调试工程师;13
电话销售-上海;1
销售工程师-上海;2
销售经理-上海;4
Sales Engineer销售工程师;1
销售支持专员;3
测试工程师;114
硬件研发工程师;8
销售/商务/项目管理;1
部门助理;18
售后服务专员;6
测试工程师（上海张江）;1
算法工程师 (上海)_Software Algorithm Engineer;1
SMT品质工程师;2
行政助理/文员;1
销售代表（日语专业）;1
光机装配工;1
Customer Service Executive销售助理;1
业务拓展经理;9
巡检小车驾驶员（青浦 做一休二）;1
数字电路设计工程师 (职位编号：002);1
品质工程师;34
品质工程师助理（可接受应届毕业生）;1
采购助理/采购文员;1
CNC操机员;1
火花机操作员;1
采购主管------照明;1
行政人事;5
光学系统工程师/光谱工程师;1
电子产品研发工程师;1
产品开发工程师（助理应届生）;1
生产储备干部;3
智能硬件部硬件经理;1
资金会计（日语）;1
FAE应用工程师/现场应用工程师 (职位编号：001);1
助理工程师//测试工程师;1
工业设计;2
销售工程师--上海;1
资材生管（PMC）;1
PE工程师;20
软件测试工程师;70
高级嵌入式软件工程师;17
RF射频产品工程师;1
电气自动化工程师;17
销售助理/商务助理/客服兼前台;1
IC版图工程师;2
Technical Instructor-req18382;1
设备维修工程师;6
市场经理;27
技术助理;11
市场销售;1
销售后勤;1
Prouduct Manager-Qualcomm;1
Product Manager -Bourns/OMRON;1
芯片公司客服兼前台（CS）;1
洁净室工程师;1
蓝牙协议工程师;1
SMT工艺工程师;6
IE組長;1
数字电路设计工程师;22
橱柜安装工;1
厂务翻班技术员;1
模拟电路工程师;2
版图工程师;6
BT软件工程师/高级软件工程师;1
产品测试工程师;29
储备干部;8
质检员;56
产品工程师（上海张江）;1
项目经理 (职位编号：10);1
高级算法工程师;4
天线工程师;5
维修员;1
技术支持销售;1
数字电路设计工程师（逻辑设计） (职位编号：HDSC000494);1
数控车工/CNC;1
高级硬件开发工程师;2
结构工程师 (车载天线);1
销售经理---（上海）;1
NPI质量工程师;1
微信公众号运营;4
DSP工程师;2
电气工艺工程师;2
音频工程师;6
模拟电路设计经理;3
C++开发工程师(上海）;1
Senior Analog Design Engineer;1
行政/会计;1
资深CMOS Image Sensor设计工程师;1
技术部应用工程师;1
销售管理培训生;3
IC销售工程师;9
系统测试工程师;14
技术型销售工程师;4
IC验证工程师;17
高级图像处理算法工程师;1
CAE软件销售经理;1
CAE结构仿真工程师;1
PCB LAYOUT 工程师;1
PCB工程师;20
行政专员;41
行政总务;2
技术型销售工程师（应届生）;1
管理培训生/储备干部;1
销售工程师-LED;1
汽车电子销售工程师;3
汽车电子销售工程师（应届生）;1
MES 工程师;1
SMT设备工程师;4
销售总监;36
IC设计工程师;4
高级硬件经理;1
销售工程师（应届毕业生）;2
外贸客服;1
C++软件工程师（PC端）;1
Web开发工程师;4
封装工程师;14
Android开发工程师;33
工程技术中心实习生-上海;1
电力事业部商务管培生-上海;1
可靠性测试工程师-上海;1
美工（周浦）;1
Java高级开发工程师/Java资深开发工程师;1
法务专员;27
高级软件工程师/软件经理;1
物联网嵌入式工程师;1
折弯工;4
销售工程师（上海时捷）;1
暖通工程师;8
Senior Circuit Design Engineer;1
PHP软件工程师;1
普工    pcb 焊接   pcb检验;1
Python开发工程师;6
机械工程师/结构工程师;3
音视频工程师;4
普工;43
研发助理工程师;19
销售储备干部（应届生）;1
IT管理员;4
仓库助理;4
财务会计专员;22
跨境电商销售;1
C++开发工程师;24
市场专员;41
ASIC设计工程师;7
C++ 软件工程师;1
声学工程师;2
GNSS信号处理（FPGA）;1
专利工程师;14
硬件维修工程师 (职位编号：44);1
品质保证课 担当;1
半导体工艺工程师;3
半导体设备工程师;6
销售客服;2
模具线切割;1
人事专员-实习生;1
机修工;12
电子领班;1
系统运维工程师;6
装备专员;1
电脑主板维修技术员;1
C/C++ 软件开发工程师  (上海);1
动力部电气工程师;1
C#开发工程师;9
RA工程师/老化测试;1
工程技术员;4
Skill开发工程师;1
Buyer;2
会计实习生;3
C++软件开发工程师（算法方向）;1
销售助理（日语营业担当）;1
ATE测试工程师;10
实验室管理专员;1
售前支持工程师-消防&安防事业部;1
系统开发与集成软件工程师;1
网络推广专员;5
成本核算会计;1
嵌入式电子工程师;4
客户经理/销售工程师;2
光学技术销售工程师;1
项目管理工程师;16
操作工（浦东航头）;1
采购专员;60
项目管理专员;7
研发工程师;27
cad制图员;1
键合工程师;1
绘图员;8
Application Engineer应用工程师 (职位编号：FAE Chris);1
BMS硬件工程师;1
Quality engineer;1
运营助理;13
销售经理（美资原厂）;1
Senior Analog IC Layout Engineer;1
公司前台;3
销售经理（军工方向）;2
生产操作工;18
前端开发工程师;35
Android WIFI/BT stack integration engineer;1
供应链销售;1
研发设计工程师 Design Engineer;1
Windows编解码开发工程师;1
锂电池技术支持工程师/技术方案工程师;1
有源工艺工程师;1
日语采购专员;1
DB工程师（Die Bonding）;1
销售助理&销售;1
京东客服 (职位编号：1);1
Senior Project  Mangement 项目管理;1
Web前端开发工程师;54
PLC工程师;18
实验室技术员（急招）;1
理化测试员;1
仓库主管;25
产品线经理 PM;2
服务器系统整合测试工程师 (TE);1
服务器系统整合管理工程师;1
网关测试工程师;1
晶圆测试设备技术员（Wafer Testing）;1
系统集成部大客户经理;1
RXFE/LNA deisgn engineer;1
采购工程师（应届生）;1
销售工程师（蓝牙、wifi、IoT、无线通讯）;1
激光切割操作工;3
测试主管/经理;1
全定制版图设计工程师;2
Java高级开发工程师;20
控制工程师;2
封装工艺工程师;5
电商运营;12
IGBT模块研发工程师;1
应用工程师FAE;1
助理工程师(欢迎应届大学生加入);1
资深测试工程师TE;1
安装服务工程师;1
Senior IC Design Engineer;2
助理照明设计师;1
电子维修助理（学徒）;1
副总经理（PCB）;1
Technical support engineer;1
Sales manager/销售经理;1
计算机高级硬件工程师;1
高级界面软件按开发（QT）;1
信息处理中级硬件工程师;1
信息处理高级硬件工程师;1
工厂技术员;1
Product Engineer;6
大客户销售;12
会计;53
控制系统分析工程师;3
Java开发工程师;60
PHP开发工程师;10
h5网站开发;1
PLC编程工程师;2
移动端开发工程师;2
数据开发工程师;1
C+语言开发;1
机电工程师;10
电气可靠性工程师;1
助理机械工程师;3
采购工程师（上海）;1
采购员/采购专员/采购助理;1
数据统计员;3
品质经理;11
SQE;11
外贸业务/跟单员;1
高级射频模拟集成电路设计工程师;1
车间工人/普工/操作工/技工;1
资深电气工程师 Sr. Electrical Engineer;1
FAE 现场应用工程师;8
销售助理文员;6
XMC--资深数字设计及验证工程师(J10495);1
linux c++软件开发;1
GNSS算法工程师;1
SMT产线带线技术人员;1
Technical Marketing Manager;1
大客户经理;34
FAE 客户支持工程师;1
残疾人岗位;1
制造部技术员;1
软件项目经理;4
光学设计工程师;10
资深FPGA工程师;2
品质保证 日语担当;1
研发工程师 软硬件工程师/单片机开发;1
客户质量工程师（资深）;1
设备开发工程师;3
产品工程师（制造中心）;1
FPGA工程师;42
图像算法工程师;14
电子光学工程师;2
软件系统架构师;1
助理电气工程师;3
生产主管/领班/组长;1
设备维修技术员;7
生产计划助理;2
巡检驾驶员做一休二（天目西路）;1
单片机工程师;4
销售工程师（电子类）;1
finance intern财务实习生;2
进出口专员/报关/关务;1
项目申报主管;1
光刻工艺开发工程师(光刻工艺缺陷分析）;1
采购工程师/采购员（机加工）;1
市场企划专员;2
嵌入式Linux软件开发工程师;2
协议栈开发工程师;1
测试工艺技术员;1
售前售后技术支持工程师/胶水;1
设备操作员;2
Customer Service Engineer 客户服务工程师;1
工艺集成工程师;3
软件工程师(DSP/ARM/MCU);1
销售/销售工程师;5
生产计划工程师;7
锅炉工;1
区域销售经理-华东区;1
行政人事主管;5
电子元器件销售工程师;11
技术培训生;2
电子工艺助理工程师;1
高新技术企业3D打印公司招聘销售专员月薪8000-10000元;1
QC质检员;4
模拟IC设计工程师（电源）;1
需求分析师/产品工程师;1
高级售前工程师;2
软件现场支持工程师;1
橱柜销售;1
高级数字前端验证工程师;1
深度学习框架开发工程师;1
IPC多媒体系统软件工程师;1
DSP高级软件工程师;1
机械视觉工程师;1
电学部经理;1
电学资深专利代理人;1
半导体销售 (职位编号：SH-SALES-002-PB);1
高薪急聘大客户经理;1
PM/资深产品工程师/产品经理(液晶显示类）;1
车载电子销售工程师;1
出差工人;1
自控工程师;2
助理自控工程师;2
ASIC前端设计师/验证工程师;1
助理设计工程师;4
助理化工工程师/设计工程师;2
项目经理（高纯气化项目）;1
项目工程师（高纯气化项目）;1
助理项目工程师;3
区域销售/大客户销售/销售工程师 (职位编号：001);1
高级数字电路设计工程师;1
销售助理/销售文员;2
QA质量工程师;2
客服 (职位编号：989);1
资深产品工程师;5
淘宝运营助理;2
通信算法设计 (职位编号：26);1
软件测试 (职位编号：35);1
管焊工;1
销售工程师（五险一金/周末双休/带薪年假）;2
派驻工程师（电子开发工程师）;1
组装工;4
销售经理（智慧家居）;1
翻班生产主管/资深;1
前端开发工程师/软件工程师;1
软件工程师/单片机工程师;1
工程部经理;4
FAE应用工程师-analog;1
照明灯具销售;1
工程师培养生;1
主办会计 (职位编号：SH-FI-001-PB);1
售前助理工程师;1
招聘行政文员/助理文员;1
版权销售顾问;2
大客户销售代表;15
资深数字IC后端设计工程师;1
数字IC设计工程师;25
采购经理;33
Analog IC Design;1
量测/测量工程师/Metrology Engineer;1
客服专员;24
技工/普工/操作工;1
资深供应商质量工程师;1
Layout工程师;14
销售企划（日语熟练）;1
SEN004 销售工程师;1
Test Bench Engineer/电子测试设备工程师;1
手机摄像头设备销售;1
客户服务/驻场工程师;1
平面设计师;25
销售工程师(高薪/急聘）;1
产品经理（机器视觉）;1
初级模拟IC设计工程师——应届毕业生;1
汽车产品线销售工程师;2
资深系统工程师;6
行政文员兼前台;1
销售文员;6
激光切割操作工/普工/钣金折弯工;1
Molding Process Engineer;1
技术支持工程师（FAE）;2
生产助理;20
贴片机操作员;1
SEN002 软件工程师;1
技术员;20
电子测试工程师;3
客户关系专员;2
物料计划管理专员（英文）-浦东外高桥自贸区;1
助理应用工程师;3
销售助理（应届毕业生）;1
IC电测工程师（地点：金桥）;1
Senior Chip Probing Engineer;1
Test 维修技术员;1
技术研发工程师;6
文员 (职位编号：003);1
仓库经理/主管;1
半导体封装设备销售;1
自动化测试工程师;5
市场开拓经理;1
SAP ABAP开发工程师;1
人事招聘;3
工业设计师;6
系统集成方案技术支持;1
弱电工程师;8
嵌入式软件工程师-急聘;1
维修项目开发工程师 (职位编号：01);1
生产计划/工艺工程师助理;1
AE应用工程师 (职位编号：2);1
质量工程师 (职位编号：5);1
总经室实习生;1
实习 IC Layout 集成电路版图;1
Q&R 化学分析工程师;1
Digital Design Engineer (STA) 数字设计工程师;1
销售主管;18
PCB 维修技术员;1
外贸专员;12
（资深）UV胶粘剂研发工程师;1
司机;11
电子元器件产品经理;1
技术支持工程师（应届生）;1
结构设计工程师;7
售后工程师;27
创业合伙人;1
嵌入式单片机开发工程师;1
OA销售经理;1
模拟电路芯片设计工程师;1
数字电路芯片设计工程师;3
市场经理/市场主管;1
产品市场工程师;1
销售经理（急聘）;1
自动化工程师;15
软件开发工程师（持续集成方向）;1
Labview工程师;6
维修技术员;9
Test Engineer/Sr.;1
电子行业RF产品工程师 PE;1
RF 射频芯片研发工程师;1
BIOS软件开发工程师;1
人事专员;38
QA工程师;8
工艺技术员;9
设施设备技术员;1
人事助理/专员;1
大客户销售专员;3
Android开发工程师（上海）;1
物流助理;3
无线产品FAE（WIFI/BT/LORA/IOT）;1
高级ASIC设计工程师;4
移动互联网软件总监;1
半导体设备工程师（上海）;1
机器视觉销售经理;1
品质课长;1
FAE工程师 - 传感器/MCU;1
巡检驾驶员（宝山做一休二）;1
财务实习生;23
硬件开发工程师（管培生）;1
数控机床操作工;1
OA行业大客户（操盘手）;1
PCB焊接技术员;2
企业发展专项专员;1
销售工程师-上海-智慧城市事业部;1
硬件与嵌入式开发工程师;1
数字电路设计工程师（PCS+PCI);1
APR版图设计工程师;1
Sr. Linux Engineer;1
电力电子工程师;7
计划专员;9
商务专员;27
市场部文员;3
安全员;6
LED屏销售;1
区域销售经理;44
可靠性测试工程师;7
图文样本设计;1
专利工程师（高级）;1
销售工程师-急聘;1
研发项目管理;2
业务助理（电子商务公司）;1
测量工程师;2
高级行政;1
Junior Application Engineer;1
电路设计工程师/微电路设计工程师;1
Analog IC Design Engineer/模拟设计工程师-接口;1
芯片前端设计工程师;1
芯片后端设计工程师;1
GPU Graphics架构工程师;1
GPU Shader&Compute 架构工程师;1
Vector Graphics架构工程师;1
装配车间主任/生产经理;1
版图数据处理及出版工程师;1
质检员（巡检）;1
FAE-电源/电池/DC-DC;1
芯片测试开发工程师;2
软件类勿投-仪器调试/硬件调试;1
品质检验员;4
生产运营文员（上海）.韦尔;1
自动化机械工程师;3
电子研发工程师;6
淘宝客服 (职位编号：YG02);1
销售工程师 (职位编号：YG04);1
计算机视觉算法工程师;3
图像/视觉算法开发工程师;1
分立器件工艺集成工程师;1
算法工程师（实习）;1
车间主管-DIP;1
工程师/助理 (职位编号：201902);1
制造工程师 (职位编号：00421);1
设备助理工程师(翻班) (职位编号：201905);1
汽车电子工程师;3
高级ASIC验证工程师;1
产品经理/项目经理;1
射频系统工程师;2
物料采购计划管理专员（英文）-浦东外高桥自贸区;1
固件设计工程师;2
项目助理工程师;1
设计实现工程师;1
市场部部长;2
C#软件开发工程师;3
订单管理专员（英文）-浦东外高桥自贸区;1
华东区销售工程师;1
技术文档工程师;9
嵌入式工程师;15
UE交互设计师;2
硬件工程师 (职位编号：ZF001);1
市场营销专员;9
见习电子维修工程师（应届毕业生）;1
技术员（光器件）;1
PCB焊锡员;1
硬件设计工程师-HT2018508;1
伺服系统开发工程师;2
版图设计工程师 IC Layout;1
PTH领班/组长;1
Android系统开发工程师（实习）;1
IC后端工程师/Backend Engineer;1
Package Develop Engineer;1
渠道销售经理（上海）;2
渠道销售经理;14
设备应用工程师——上海办;1
电阻器操作工;1
IT系统工程师;8
SEN007 版图设计工程师;1
激光产品应用工程师;1
带电检测工程师;1
技术岗位实习生;1
销售工程师-SH;1
数字IC前端设计工程师;3
采购/物控 管理师;1
CAD制图员;5
技术研发经理;2
Linux系统工程师;4
IGBT设计工程师 (职位编号：000555);1
电子工程师（驱动控制）;1
自动化产品销售经理(日语熟练）;1
半导体设备服务工程师（英或日语）;1
生产文员/文员;1
IT技术支持 IT helpdesk;1
商务专员/销售助理;2
Verification Engineer (SH)(J10670);1
无线产品FAE(WIFI/BT/LORA/IOT）（硬件方向）;1
嵌入式软件（音频）工程师;1
研发工程师-版图设计 (Layout) (职位编号：003187);1
集成电路设计工程师;11
ANDROID 软件工程师（上海）;1
总账会计;40
费用会计;4
外贸业务员 (职位编号：101);1
平面设计;7
半导体软件工程师;1
DB/WB Process Engineer;1
人事实习生;12
质量经理（英语或日语熟练）;1
实习生（采购助理）;1
客户质量工程师;12
生管工程师;1
驻场工程师;2
税务会计;4
IT工程师/MIS工程师;1
FAE技术支持工程师 (无线射频);1
生产技术工程师（工艺）;1
嵌入式软件项目管理;1
C++软件开发工程师(嘉定);1
WB设备维护技术员;1
日韩语市场部专员;1
FAE&AE（MCU) (职位编号：NTSH00009);1
培训生（人力资源）;1
技术文员;5
Mark制程高级工程师;1
高级硬件主管-H;1
数字ASIC设计工程师;1
资深IC验证工程师;1
数字IC验证工程师;5
模拟电路设计工程师 (职位编号：MEMS);1
一线作业员;1
嵌入式软件工程师（实习）;1
SMT品质主管;1
品质QC;1
计划采购助理;1
焊接工程师/焊接技师;1
激光雷达销售总监;1
电子行业汽车市场销售Sales;1
固件工程师（智能产品）;1
高级嵌入式工程师;3
juki贴片机操作员;1
Customer Logistics Planner 客户物流计划员;1
工艺整合研发工程师;1
销售经理（RFID硬件及解决方案）;1
电子电器工程师;1
ISP Tuning工程师;1
商务报价员;1
储备外贸业务员/应届大学生;1
客服专员/助理;2
FPGA工程师/资深FPGA工程师;2
高级驱动工程师;3
MCU 技术支持工程师;1
RTL设计工程师（实习）;1
DIP工艺工程师;1
Quality Engineer;4
Onsite LC Sales, East China 华东区版权销售;1
资深机械设计制图员;1
运动控制工程师;4
成本核算员;2
智能制造部长;1
研发总监（研发经理）;1
助理销售;1
电机工艺工程师;3
ATE测试专家;1
PCBA维修员;2
区域销售代表;2
音视频/AV/多媒体工程师;1
产品市场经理（Panasonic）;1
smt 维修员;1
小车驾驶员（天目西路做一休二);1
失效分析工程师;17
区域经理/大客户经理;1
嵌入式软件驱动开发工程师;1
项目管理;5
PVD工艺工程师;1
产品经理(天线产品);1
产品经理（上海）;1
资深工艺集成工程师;1
巡检驾驶员（浦东张江做一休二）;1
中医药研究;1
Controller;1
Material Planning Specialist;1
电源维修技术员;1
售前/售后技术支持工程师--AE;1
LabVIEW 集成工程师;1
CAD平面制图员;1
BIOS工程师（UEFI）;1
采购专员(A);1
内勤;1
QRA客服客诉工程师;1
IT工程师/技术支持;1
工艺工程师（机械方向）;1
就业辅导员;1
人事行政经理;12
现场工程师/售后服务工程师-上海张江;1
嵌入式软件开发 Linux驱动开发工程师;1
人力资源专员;16
SOC系统软件开发工程师;1
电气工程师应届毕业生;1
视频运营/新媒体运营;1
高级销售工程师/销售部经理;1
销售工程师（工作地：上海）;1
仓库管理员/仓库物料员;1
伺服驱动器硬件工程师;1
实习生（商务行政 可留用）;1
海外销售工程师（应届生）;1
FPGA研发工程师;4
质量管理部经理;1
汽车电子 PCB Layout工程师;1
车载以太网工程师;1
嵌入式软件工程师（汽车电子）;1
EMC Engineer (电磁兼容设计工程师);1
Safety Engineer (安规工程师);1
业务专员;4
MRO 销售经理;1
电子工程师(应届生）;1
开关电源测试工程师;1
机械装配工;10
商务主管;8
电气装配工;9
FAE现场应用工程师-英飞凌产品线;1
英语采购（电子元器件）;1
电子元器件销售代表;2
电子元器件销售经理;4
销售总监（半导体领域）;1
全国各省市办事处业务员;1
MCU高级数字工程师 (职位编号：HDSC000566);1
应用工程师（MCU）;1
工程项目经理;9
财务经理/主管;1
生产管理;8
设计院销售代表;1
MES系统开发工程师;1
电气/机械工程师;1
研发工艺工程师;2
BSP驱动开发工程师;1
Web系统开发工程师;2
手机研发质量经理;1
模具工程师;5
网管;6
机器视觉销售总监;1
数字IC资深验证工程师;1
销售行政经理/主管;1
产品销售工程师;4
FAE应用工程师-英飞凌产品线/电机控制市场;1
汽车电源控制软件工程师;1
汽车通讯软件工程师;1
急招售后服务专员;1
硬件总监;1
针卡&配件管理员;1
物联网 销售工程师;1
财务助理（偏仓库管理）;1
Senior/Staff Embedded AI Development Engineer;1
区域销售经理/大客户经理/销售工程师;1
大客户经理/销售工程师/区域销售经理;1
仓库搬运工;2
财务专员;28
区域销售;3
AI编译器工程师;2
GPU编译器工程师;1
IGBT研发工程师;1
国际销售经理;5
DSP集成工程师;1
上位机软件工程师;5
商品整理主管;1
CAD Engineer（For Analog）;1
制造工程师;11
来料检验员;6
厂务工程师（纯废水）;1
结构设计实习生;1
光电仪器研发工程师;1
汽车电子  pcb  Layout工程师;3
FAE现场应用工程师-汽车电子方向;1
应用工程师AE;1
单片机验证开发工程师;1
电力电子嵌入式软件工程师;1
淘宝店长;1
电机控制算法工程师;4
人工智能算法工程师;1
电力电子硬件工程师;5
机构工程师;6
C++软件开发工程师;7
售后服务工程师/设备工程师;1
销售客户经理;2
工程质量管理工程师;1
Telephone sales;1
客户品质/客诉/品质/CQE工程师;1
ABAP开发工程师;3
设计工程师;10
薪资管理师;1
QS内部审核员/QS工程师/稽核工程师/体系工程师;1
厂务工程师;8
仓库管理员 (职位编号：002);1
稽核员;1
销售业务员、业务;1
技术部经理;1
研发测试工程师;5
Layout Engineer/ 版图工程师;2
BD Manager （Semi）;1
中级嵌入式研发工程师 \  电子工程师;1
总账会计（矽杰微电子）;1
（福利齐全）知识产权工程师;1
抛光工艺工程师;1
Array senior Design Engineer-Flash Memory(J10732);1
集成电路验证工程师;1
Web前端高级开发工程师;1
设备电工;1
应用工程师/Application Engineer;1
电子工程师助理 (职位编号：20181227);1
